"set_type","category","subcategory","product_title","brand","asin","amazon_url","image_url_main","price","rating","review_count","bsr","selection_rationale"
"Top-performing","Arts, Crafts & Sewing","Diamond Painting Kits","Eiazuiks Diamond Painting Kits for Adults, Landscape 5D DIY Full Drill","Eiazuiks","B0C4KKD8C3","https://www.amazon.com/dp/B0C4KKD8C3","https://m.media-amazon.com/images/I/81mH9wMzPqL._AC_SL1500_.jpg","$8.99","4.4","12,847","#2 in Diamond Painting Kits","Popular landscape design for relaxation and home decor"
"Top-performing","Arts, Crafts & Sewing","Acrylic Paint Markers","Oficrafted Acrylic Paint Pens, 50 Colors Dual Tip Markers","Oficrafted","B0CJ8ZSY87","https://www.amazon.com/dp/B0CJ8ZSY87","https://m.media-amazon.com/images/I/81wKH9wZPqL._AC_SL1500_.jpg","$17.99","4.5","9,432","#3 in Paint Markers","Premium 50-color set for rock, wood, and fabric painting"
"Top-performing","Arts, Crafts & Sewing","Clay Beads Kits","Gionlion 6000 Clay Beads Bracelet Making Kit, 24 Colors Flat Preppy Beads","Gionlion","B09G2979JS","https://www.amazon.com/dp/B09G2979JS","https://m.media-amazon.com/images/I/91vKH9wZPqL._AC_SL1500_.jpg","$11.99","4.5","18,947","#3 in Jewelry Making Kits","Value kit with 6000 pieces and friendship bracelet accessories"
"Top-performing","Arts, Crafts & Sewing","Diamond Painting Kits","PRASIO Eye Diamond Art Kits for Adults, 5D Full Round Drill Gem Art","PRASIO","B0DB2BFM3C","https://www.amazon.com/dp/B0DB2BFM3C","https://m.media-amazon.com/images/I/81xH9wMzPqL._AC_SL1500_.jpg","$9.99","4.5","6,843","#3 in Diamond Painting Kits","Striking eye design with colorful full-drill diamond dots"
"Top-performing","Arts, Crafts & Sewing","Clay Beads Kits","Redtwo 5100 Clay Beads Bracelet Making Kit, Flat Preppy Beads","Redtwo","B09X9DPDBQ","https://www.amazon.com/dp/B09X9DPDBQ","https://m.media-amazon.com/images/I/91pH9wZPqL._AC_SL1500_.jpg","$10.99","4.6","22,384","#4 in Jewelry Making Kits","Popular kit for friendship jewelry with polymer heishi beads"
"Top-performing","Industrial & Scientific","Safety Equipment","Mechanix Wear M-Pact Work Gloves, High Dexterity Touchscreen Compatible, Impact Protection","Mechanix Wear","B007IG386M","https://www.amazon.com/dp/B007IG386M","https://m.media-amazon.com/images/I/71zQJ3nxiML._AC_SL1500_.jpg","$27.95","4.7","45,231","1","Top-selling work gloves on Amazon, trusted brand in industrial safety, massive review count"
"Top-performing","Industrial & Scientific","Cable Management","Cable Zip Ties 1000 Pack, 4 Inch Self-Locking Nylon Cable Ties, Strong Tensile Strength","Hmrope","B07F4HL77C","https://www.amazon.com/dp/B07F4HL77C","https://m.media-amazon.com/images/I/71mKjb8BVHL._AC_SL1500_.jpg","$6.99","4.7","89,432","2","Universal high-demand product, massive volume, essential in industrial and home settings"
"Top-performing","Industrial & Scientific","Fastening","XUDOAI Magnetic Hooks Heavy Duty, 60 lbs Holding Force Neodymium Magnets with Hooks (4 Pack)","XUDOAI","B07PQTC24G","https://www.amazon.com/dp/B07PQTC24G","https://m.media-amazon.com/images/I/71EIzmMiKCL._AC_SL1500_.jpg","$12.99","4.6","34,567","3","Perennial bestseller in magnetic hooks category, versatile use, strong value proposition"
"Top-performing","Industrial & Scientific","Labeling","DYMO Label Maker LabelManager 160, Compact, Easy-to-Use Label Maker with Large Display","DYMO","B003BXSV2K","https://www.amazon.com/dp/B003BXSV2K","https://m.media-amazon.com/images/I/71PZbSb3PqL._AC_SL1500_.jpg","$29.99","4.5","28,934","4","Category leader in label makers, office and industrial use, strong repeat purchase with tape refills"
"Top-performing","Industrial & Scientific","Safety Equipment","3M Virtua Safety Glasses, Clear Anti-Fog Lens, 20 Pack","3M","B00DKXTLQE","https://www.amazon.com/dp/B00DKXTLQE","https://m.media-amazon.com/images/I/71O4K+4cMHL._AC_SL1500_.jpg","$28.49","4.7","56,789","5","3M brand trust in safety, high-demand PPE, bulk pack value"
"Top-performing","Industrial & Scientific","Measurement","CRAFTSMAN Tape Measure 25 ft, Lock, Magnetic Double-Sided Hook, CMHT37325S","Craftsman","B07CNPQD4W","https://www.amazon.com/dp/B07CNPQD4W","https://m.media-amazon.com/images/I/81QSVyUjlaL._AC_SL1500_.jpg","$16.98","4.7","32,145","6","Trusted measuring tool brand, high-frequency industrial purchase, essential jobsite tool"
"Top-performing","Industrial & Scientific","Adhesives","Gorilla Heavy Duty Double Sided Mounting Tape, 1 inch x 60 inches, Black","Gorilla","B01M0QFVB3","https://www.amazon.com/dp/B01M0QFVB3","https://m.media-amazon.com/images/I/81dUBo3W7xL._AC_SL1500_.jpg","$9.97","4.5","78,234","8","Gorilla brand trust in adhesives, universal use case, high repeat purchase"
"Top-performing","Industrial & Scientific","Safety Equipment","NoCry Cut Resistant Gloves Level 5 Protection, Food Grade, 12 Pack","NoCry","B00NAK9OSS","https://www.amazon.com/dp/B00NAK9OSS","https://m.media-amazon.com/images/I/71WT8GiGxeL._AC_SL1500_.jpg","$19.99","4.6","41,876","10","Kitchen and industrial crossover safety product, food-grade certification, high demand"
"Top-performing","Industrial & Scientific","Filtration","3M Disposable Respirators 8511 N95 Particulate Respirator with Cool Flow Valve, 10-Pack","3M","B07NLR48CL","https://www.amazon.com/dp/B07NLR48CL","https://m.media-amazon.com/images/I/71cJxRexS0L._AC_SL1500_.jpg","$19.99","4.6","23,456","12","Sustained demand, essential industrial PPE, 3M brand authority"
"Top-performing","Industrial & Scientific","First Aid","First Aid Only 299 Piece All-Purpose First Aid Kit with OSHA Supplies","First Aid Only","B00BYPFZM4","https://www.amazon.com/dp/B00BYPFZM4","https://m.media-amazon.com/images/I/71K9T1XZWSL._AC_SL1500_.jpg","$36.99","4.7","19,234","15","OSHA compliance driver, workplace safety essential, institutional and small business demand"
"Top-performing","Musical Instruments","Guitar Accessories","Ernie Ball Regular Slinky Nickel Wound Electric Guitar Strings, 10-46 Gauge","Ernie Ball","B0002E1G5C","https://www.amazon.com/dp/B0002E1G5C","https://m.media-amazon.com/images/I/71p4hbmJPRL._AC_SL1500_.jpg","$6.49","4.8","87,654","1","Undisputed bestselling guitar string on Amazon, repeat purchase staple, massive review count"
"Top-performing","Musical Instruments","Guitar Accessories","Dunlop Tortex Standard Guitar Picks, 1.0mm, 12 Pack","Dunlop","B0009GCIVY","https://www.amazon.com/dp/B0009GCIVY","https://m.media-amazon.com/images/I/71RCPQhbWXL._AC_SL1500_.jpg","$6.79","4.8","54,321","2","Top-selling guitar picks brand globally, high repeat purchase, essential for all guitar players"
"Top-performing","Musical Instruments","Ukulele","Kala KA-C Mahogany Concert Ukulele, Satin Finish with Aquila Strings, Includes Gig Bag","Kala","B001B2PQZQ","https://www.amazon.com/dp/B001B2PQZQ","https://m.media-amazon.com/images/I/81gUtyVgYwL._AC_SL1500_.jpg","$79.99","4.5","12,456","3","Best-selling concert ukulele, Kala is #1 ukulele brand, includes gig bag for value"
"Top-performing","Musical Instruments","Drums","Donner DDP-100 Beginner Electronic Drum Set, 7 Drum Kit Pads, Full Size Adult E-Drum","Donner","B087RJ5CFK","https://www.amazon.com/dp/B087RJ5CFK","https://m.media-amazon.com/images/I/71dHQ5hyVLL._AC_SL1500_.jpg","$299.99","4.4","8,765","4","Top electronic drum set for beginners, home practice market, complete kit value"
"Top-performing","Musical Instruments","Microphones","Audio-Technica AT2020 Cardioid Condenser Studio Microphone, Black","Audio-Technica","B0006H92QK","https://www.amazon.com/dp/B0006H92QK","https://m.media-amazon.com/images/I/71N6yAKOFLL._AC_SL1500_.jpg","$99.00","4.7","34,567","5","Most popular studio microphone for home recording, YouTubers and podcasters, legendary product"
"Top-performing","Musical Instruments","Piano & Keyboard","Casio CT-S300 61-Key Portable Keyboard, Black, Bundle with Stand, Headphones, Sustain Pedal","Casio","B07C8Q28CK","https://www.amazon.com/dp/B07C8Q28CK","https://m.media-amazon.com/images/I/71r13hBh2nL._AC_SL1500_.jpg","$69.99","4.5","19,234","6","Entry-level keyboard category leader, affordable price, beginner market"
"Top-performing","Musical Instruments","Drums","Vic Firth American Classic 5A Drumsticks, Hickory, Wood Tip","Vic Firth","B0002F6YW0","https://www.amazon.com/dp/B0002F6YW0","https://m.media-amazon.com/images/I/71OcGHbJ5nL._AC_SL1500_.jpg","$12.99","4.8","28,910","7","Industry-standard drumstick brand, consistent bestseller, repeat purchase essentials"
"Top-performing","Musical Instruments","Tuners","KLIQ UberTuner Professional Clip-On Tuner for All Instruments - with Guitar, Ukulele, Violin, Bass Modes","KLIQ","B00NZPUIBY","https://www.amazon.com/dp/B00NZPUIBY","https://m.media-amazon.com/images/I/71ZXfPB2LkL._AC_SL1500_.jpg","$19.95","4.6","21,456","8","Universal instrument accessory, high utility, strong reviews in niche category"
"Top-performing","Musical Instruments","Guitar","Fender FA-115 Dreadnought Acoustic Guitar Bundle with Strap, Tuner, Picks, Gig Bag","Fender","B079L2RHPH","https://www.amazon.com/dp/B079L2RHPH","https://m.media-amazon.com/images/I/81XXnP1J7bL._AC_SL1500_.jpg","$179.99","4.5","15,678","10","Fender brand trust for beginners, complete bundle value, acoustic guitar category"
"Top-performing","Musical Instruments","Microphones","Blue Yeti USB Microphone for PC, Mac, Gaming, Recording, Streaming, Podcasting, Studio","Blue","B00N1YPXW2","https://www.amazon.com/dp/B00N1YPXW2","https://m.media-amazon.com/images/I/71PKyuT3UKL._AC_SL1500_.jpg","$129.99","4.6","67,890","12","Most recognizable USB mic, creator economy product, streaming and podcasting boom"
"Top-performing","Books & Media","Journals","Moleskine Classic Notebook, Hard Cover, Large (5 x 8.25) Ruled/Lined, Black, 240 Pages","Moleskine","B015NG54HK","https://www.amazon.com/dp/B015NG54HK","https://m.media-amazon.com/images/I/61hhvDjcauL._AC_SL1500_.jpg","$19.95","4.6","43,215","1","Iconic journal brand, consistently bestselling notebook category, universal use case"
"Top-performing","Books & Media","Coloring Books","Johanna Basford Secret Garden: An Inky Treasure Hunt and Coloring Book","Johanna Basford","B00HZZ7MDG","https://www.amazon.com/dp/B00HZZ7MDG","https://m.media-amazon.com/images/I/91M8WU2KZQL._AC_SL1500_.jpg","$12.99","4.8","67,891","2","Bestselling adult coloring book of all time, therapeutic trend, gift category leader"
"Top-performing","Books & Media","Self-Help","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones - James Clear","James Clear","B07D23CFGR","https://www.amazon.com/dp/B07D23CFGR","https://m.media-amazon.com/images/I/513Y5o-DYtL._AC_SL1500_.jpg","$14.99","4.8","189,432","3","Multi-year Amazon bestseller, transformative habits book, massive review count"
"Top-performing","Books & Media","Children Books","The Very Hungry Caterpillar Board Book by Eric Carle","Eric Carle","B00BWCZUGG","https://www.amazon.com/dp/B00BWCZUGG","https://m.media-amazon.com/images/I/51Ng1e3bUlL._AC_SL1500_.jpg","$10.99","4.9","54,321","4","Classic perennial bestseller, gift category staple, universal brand recognition"
"Top-performing","Books & Media","Journals","Five Minute Journal: A Happier You in 5 Minutes a Day - Original Gratitude Journal","Intelligent Change","B00PJHCMCC","https://www.amazon.com/dp/B00PJHCMCC","https://m.media-amazon.com/images/I/81lLCgX8NVL._AC_SL1500_.jpg","$34.95","4.7","38,912","5","Gratitude journal category creator, therapeutic journaling trend, premium gift market"
"Top-performing","Books & Media","Fiction","Fourth Wing (The Empyrean, Book 1) by Rebecca Yarros - Hardcover","Rebecca Yarros","B0BW4BY867","https://www.amazon.com/dp/B0BW4BY867","https://m.media-amazon.com/images/I/91kKFEmpfML._AC_SL1500_.jpg","$19.99","4.7","124,567","6","Multi-year bestseller, BookTok phenomenon, dragon fantasy romance category leader"
"Top-performing","Books & Media","Coloring Books","Adult Coloring Books: Stress Relief Coloring Book, Beautiful Garden Designs","Jade Summer","B016FJ54IE","https://www.amazon.com/dp/B016FJ54IE","https://m.media-amazon.com/images/I/81rRGcHN56L._AC_SL1500_.jpg","$7.95","4.6","28,456","8","Stress relief trend, adult coloring therapy market, affordable impulse purchase"
"Top-performing","Books & Media","Children Books","Where the Wild Things Are Board Book by Maurice Sendak","Maurice Sendak","B00CKE4B1I","https://www.amazon.com/dp/B00CKE4B1I","https://m.media-amazon.com/images/I/81x7QhC3GaL._AC_SL1500_.jpg","$9.99","4.8","32,456","10","Iconic classic childrens literature, gift staple, perennial bestseller"
"Top-performing","Books & Media","Self-Help","The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma - Bessel van der Kolk","Bessel van der Kolk","B00IICN1F8","https://www.amazon.com/dp/B00IICN1F8","https://m.media-amazon.com/images/I/41sH2JDMEVL._AC_SL1500_.jpg","$16.99","4.8","98,765","12","Multi-year Amazon bestseller, mental health trend, massive sustained demand"
"Top-performing","Books & Media","Journals","Leuchtturm1917 Medium A5 Hardcover Notebook Dotted, 249 Numbered Pages, Bullet Journal","Leuchtturm1917","B002TSIMW4","https://www.amazon.com/dp/B002TSIMW4","https://m.media-amazon.com/images/I/71F7P7W7R0L._AC_SL1500_.jpg","$24.95","4.6","41,234","15","Bullet journal community favorite, premium stationery market, dedicated enthusiast base"
"Top-performing","Jewelry & Watches","Smartwatches","Fitbit Inspire 3 Health and Fitness Tracker with Stress Management, Sleep Tracking, Black Lilac","Fitbit","B0B3V7SG35","https://www.amazon.com/dp/B0B3V7SG35","https://m.media-amazon.com/images/I/61UG4TMZE6L._AC_SL1500_.jpg","$69.95","4.4","23,456","1","Top-selling budget fitness tracker, Fitbit brand authority, health tracking trend"
"Top-performing","Jewelry & Watches","Watch Accessories","Apple Watch Band 41mm 40mm 38mm, Soft Silicone Sport Band Compatible with Apple Watch Series 9 8 7","Lerobo","B07PG8BKTM","https://www.amazon.com/dp/B07PG8BKTM","https://m.media-amazon.com/images/I/71cLuEJFHYL._AC_SL1500_.jpg","$8.99","4.6","67,891","2","Massive Apple Watch market, third-party band value, high review volume replacement accessory"
"Top-performing","Jewelry & Watches","Earrings","PAVOI 14K Gold Plated Sterling Silver Freshwater Cultured Pearl Stud Earrings for Women","PAVOI","B06XTPF55L","https://www.amazon.com/dp/B06XTPF55L","https://m.media-amazon.com/images/I/61iqmHuFJoL._AC_SL1500_.jpg","$9.95","4.5","54,321","3","Top-selling pearl earrings, affordable luxury, universal gifting appeal"
"Top-performing","Jewelry & Watches","Necklaces","PAVOI 14K Gold Plated Cubic Zirconia Classic Tennis Necklace in White Gold","PAVOI","B07W8HSXMK","https://www.amazon.com/dp/B07W8HSXMK","https://m.media-amazon.com/images/I/71MhEQopQQL._AC_SL1500_.jpg","$14.95","4.5","34,567","4","Affordable tennis necklace category leader, CZ alternative to diamond, gifting bestseller"
"Top-performing","Jewelry & Watches","Bracelets","ALEX AND ANI Positive Energy Bangle Bracelet for Women, Sterling Silver","Alex and Ani","B00A9ETGD4","https://www.amazon.com/dp/B00A9ETGD4","https://m.media-amazon.com/images/I/91jtO4MsdqL._AC_SL1500_.jpg","$29.99","4.6","18,234","5","Meaningful jewelry gifting category, stackable trend, spiritual/positive messaging"
"Top-performing","Jewelry & Watches","Smartwatches","Garmin Vivosmart 5, Small/Medium, Black, Smart Fitness Tracker with GPS","Garmin","B09KZP9ZRY","https://www.amazon.com/dp/B09KZP9ZRY","https://m.media-amazon.com/images/I/61aMHb7jjQL._AC_SL1500_.jpg","$149.99","4.4","11,234","6","Garmin fitness brand authority, GPS fitness tracking, active outdoor market"
"Top-performing","Jewelry & Watches","Earrings","Swarovski Exist Pierced Earrings, Round Cut Crystal, White, Rhodium Plated","Swarovski","B07MHBFD74","https://www.amazon.com/dp/B07MHBFD74","https://m.media-amazon.com/images/I/61TOyRLH6ML._AC_SL1500_.jpg","$40.00","4.7","8,765","7","Swarovski crystal luxury brand recognition, gift market leader, premium earring category"
"Top-performing","Jewelry & Watches","Rings","PAVOI 14K Gold Plated Sterling Silver CZ Simulated Diamond Stackable Eternity Band Ring","PAVOI","B07VWPP3J6","https://www.amazon.com/dp/B07VWPP3J6","https://m.media-amazon.com/images/I/71F5HeSiP8L._AC_SL1500_.jpg","$9.95","4.5","24,567","8","Stackable ring trend, affordable alternative to fine jewelry, bridal market"
"Top-performing","Jewelry & Watches","Necklaces","Amazon Collection Sterling Silver Infinity Pendant Necklace with White Topaz","Amazon Collection","B00LHQIAQO","https://www.amazon.com/dp/B00LHQIAQO","https://m.media-amazon.com/images/I/71vBB1R7TfL._AC_SL1500_.jpg","$24.99","4.6","16,789","10","Amazon private label jewelry, infinity symbol gifting universal, affordable fine-look jewelry"
"Top-performing","Jewelry & Watches","Watches","Casio Mens Quartz Watch, Analog Display and Resin Band, W-800H-1AV","Casio","B0000C51QQ","https://www.amazon.com/dp/B0000C51QQ","https://m.media-amazon.com/images/I/51BaW0G2dIL._AC_SL1500_.jpg","$18.99","4.5","45,678","12","Casio value watch leader, durable affordable timepiece, broad demographic appeal"
"Top-performing","Shoes & Handbags","Clogs & Slides","Crocs Unisex Classic Clogs, Slip On Shoes, Casual Water Shoes, White","Crocs","B00LT4MHLQ","https://www.amazon.com/dp/B00LT4MHLQ","https://m.media-amazon.com/images/I/71wBXz9vAmL._AC_UX695_.jpg","$54.99","4.7","98,765","1","Perennial Amazon shoe bestseller, universal comfort wear, massive color selection drives repeat purchase"
"Top-performing","Shoes & Handbags","Sneakers","Skechers Mens Edmen Ressionton Slip-on Sneaker, Black, 10.5 Wide","Skechers","B08GHVB3WS","https://www.amazon.com/dp/B08GHVB3WS","https://m.media-amazon.com/images/I/71iCqp9pSJL._AC_UX695_.jpg","$69.99","4.5","45,678","2","Skechers memory foam comfort leader, slip-on trend, wide width accessibility"
"Top-performing","Shoes & Handbags","Tote Bags","Dagne Dover Classic Large Tote Bag for Women, Heather Grey, Medium","Dagne Dover","B07CTTFKH2","https://www.amazon.com/dp/B07CTTFKH2","https://m.media-amazon.com/images/I/71xQxLZgHGL._AC_SL1500_.jpg","$155.00","4.7","12,456","3","Premium work tote category leader, organization features, professional womens market"
"Top-performing","Shoes & Handbags","Sandals","Birkenstock Arizona Soft Footbed Sandal, Black Birko-Flor, 40 EU / 9-9.5 US Womens","Birkenstock","B00ISATPE4","https://www.amazon.com/dp/B00ISATPE4","https://m.media-amazon.com/images/I/51eiMRHFTpL._AC_UX695_.jpg","$134.95","4.5","34,567","4","Iconic sandal brand, orthopedic comfort, sustained cultural relevance, premium market"
"Top-performing","Shoes & Handbags","Crossbody Bags","Coach Outlet Zip Crossbody Bag, Tan/Rust","Coach","B08WKY8T7Z","https://www.amazon.com/dp/B08WKY8T7Z","https://m.media-amazon.com/images/I/71MpHITMrKL._AC_SL1500_.jpg","$149.95","4.7","8,901","5","Coach accessible luxury, outlet pricing drives Amazon conversions, brand recognition"
"Top-performing","Shoes & Handbags","Sneakers","New Balance Womens 327 V1 Sneaker, Sea Salt/Shadow Grey/Birch, 8","New Balance","B08NNHJ3FK","https://www.amazon.com/dp/B08NNHJ3FK","https://m.media-amazon.com/images/I/71VyZu+XRWL._AC_UX695_.jpg","$89.99","4.5","18,234","6","New Balance retro trend, chunky sneaker category, fashion-forward athletic"
"Top-performing","Shoes & Handbags","Tote Bags","Amazon Basics Lightweight Canvas Tote Bag with Inner Pocket, Natural Cotton, Reusable","Amazon Basics","B07CQMZMQK","https://www.amazon.com/dp/B07CQMZMQK","https://m.media-amazon.com/images/I/71FW0J4T1VL._AC_SL1500_.jpg","$15.99","4.5","43,456","7","Eco-tote market, reusable bag trend, Amazon private label value"
"Top-performing","Shoes & Handbags","Clogs & Slides","Crocs Womens and Mens Classic Clog, Pink Lemonade","Crocs","B00LT4MUHM","https://www.amazon.com/dp/B00LT4MUHM","https://m.media-amazon.com/images/I/81x7Sn0bDaL._AC_UX695_.jpg","$54.99","4.7","67,234","8","Crocs color variation bestseller, candy pink color drives discovery and gifting"
"Top-performing","Shoes & Handbags","Boots","UGG Womens Classic Short Boot, Chestnut, 7","UGG","B001EQ5TFW","https://www.amazon.com/dp/B001EQ5TFW","https://m.media-amazon.com/images/I/61qLNXMXUQL._AC_UX695_.jpg","$179.95","4.7","41,234","10","UGG iconic boot brand, seasonal gifting, winter comfort category leader"
"Top-performing","Shoes & Handbags","Crossbody Bags","Vera Bradley Womens Recycled Lighten Up ReActive Mini Hipster Crossbody Purse","Vera Bradley","B09RH4LGSH","https://www.amazon.com/dp/B09RH4LGSH","https://m.media-amazon.com/images/I/91f-e2nC0NL._AC_SL1500_.jpg","$49.99","4.6","9,876","12","Vera Bradley brand pattern recognition, lightweight crossbody category, eco-friendly appeal"
